|6.6.6
contcrust_091219_4.tab                                                                              
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  693.3126       3031.273       2872.732    
  709.4727       3031.273       2869.048    
  725.6328       3031.273       2868.461    
  741.7929       3031.273       2867.701    
  757.9530       3031.273       2856.553    
  774.1131       3031.273       2862.372    
  790.2732       3031.273       2863.940    
  806.4333       3031.273       2859.920    
  822.5934       3031.273       2847.908    
  838.7535       3031.273       2850.012    
  854.9136       3031.273       2849.004    
  871.0737       3031.273       2843.689    
  887.2338       3031.273       2842.649    
  903.3939       3031.273       2839.046    
  919.5540       3031.273       2827.762    
  935.7141       3031.273       2831.510    
  951.8742       3031.273       2829.821    
  968.0343       3031.273       2827.922    
  984.1944       3031.273       2821.929    
  1000.355       3031.273       2818.557    
  1016.515       3031.273       2819.316    
  1032.675       3031.273       2818.790    
  1048.835       3031.273       2820.684    
  1064.995       3031.273       2816.468    
  1081.155       3031.273       2813.421    
  1097.315       3031.273       2811.952    
  1113.475       3031.273       2808.889    
  1129.635       3031.273       2808.004    
  1145.795       3031.273       2801.851    
  1161.956       3031.273       2797.858    
  1178.116       3031.273       2795.668    
  1194.276       3031.273       2793.273    
  1210.436       3031.273       2790.143    
  1226.596       3031.273       2789.320    
  1242.756       3031.273       2784.317    
  1258.916       3031.273       2783.794    
  1275.076       3031.273       2782.630    
  1291.236       3031.273       2786.035    
  1307.396       3031.273       2784.999    
  1323.557       3031.273       2783.340    
  1339.717       3031.273       2771.616    
  1355.877       3031.273       2775.602    
  1372.037       3031.273       2773.244    
  1388.197       3031.273       2774.366    
  1404.357       3031.273       2771.998    
  1420.517       3031.273       2771.059    
  1436.677       3031.273       2765.639    
  1452.837       3031.273       2760.681    
  1468.997       3031.273       2746.743    
  1485.158       3031.273       2744.566    
  1501.318       3031.273       2754.986    
  1517.478       3031.273       2746.463    
  1533.638       3031.273       2739.157    
  1549.798       3031.273       2716.812    
  1565.958       3031.273       2712.673    
  1582.118       3031.273       2719.069    
  1598.278       3031.273       2710.414    
  1614.438       3031.273       2721.646    
  1630.598       3031.273       2704.619    
  1646.759       3031.273       2702.861    
  1662.919       3031.273       2697.368    
  1679.079       3031.273       2692.452    
  1695.239       3031.273       2654.936    
  1711.399       3031.273       2599.652    
  1727.559       3031.273       2600.032    
  1743.719       3031.273       2595.380    
  1759.879       3031.273       2592.354    
  1776.039       3031.273       2591.774    
  1792.199       3031.273       2589.208    
  1808.360       3031.273       2586.645    
  1824.520       3031.273       2554.588    
  1840.680       3031.273       2553.354    
  1856.840       3031.273       2550.737    
  1873.000       3031.273       2526.693    
  273.1500       4041.364       2977.964    
  289.3101       4041.364       2996.469    
  305.4702       4041.364       3004.531    
  321.6303       4041.364       3007.052    
  337.7904       4041.364       2881.455    
  353.9505       4041.364       2963.847    
  370.1106       4041.364       2963.351    
  386.2707       4041.364       2962.153    
  402.4308       4041.364       2960.654    
  418.5909       4041.364       2961.017    
  434.7510       4041.364       2960.060    
  450.9111       4041.364       2958.276    
  467.0712       4041.364       2957.363    
  483.2313       4041.364       2955.859    
  499.3914       4041.364       2954.811    
  515.5515       4041.364       2952.437    
  531.7116       4041.364       2952.673    
  547.8717       4041.364       2951.409    
