|6.6.6
gabbro_sat_11112020_2.tab                                                                           
           2
T(K)    
   300.00000000000000     
   13.131313131313131     
         100
P(bar)  
   1000.0000000000000     
   898.98989898989896     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  1560.606       3696.970       2898.248    
  1573.737       3696.970       2896.954    
  1586.869       3696.970       2895.382    
  1600.000       3696.970       2894.476    
  300.0000       4595.960       2985.590    
  313.1313       4595.960       3130.210    
  326.2626       4595.960       3132.151    
  339.3939       4595.960       3160.275    
  352.5253       4595.960       3159.226    
  365.6566       4595.960       3125.480    
  378.7879       4595.960                NaN
  391.9192       4595.960                NaN
  405.0505       4595.960       2970.356    
  418.1818       4595.960       2968.098    
  431.3131       4595.960       2966.839    
  444.4444       4595.960       2964.949    
  457.5758       4595.960       2965.211    
  470.7071       4595.960       2964.954    
  483.8384       4595.960       2962.588    
  496.9697       4595.960       2961.264    
  510.1010       4595.960       2959.557    
  523.2323       4595.960       2958.651    
  536.3636       4595.960       2956.590    
  549.4949       4595.960       2894.635    
  562.6263       4595.960       2929.429    
  575.7576       4595.960       2959.420    
  588.8889       4595.960       2958.333    
  602.0202       4595.960       2958.677    
  615.1515       4595.960       2958.865    
  628.2828       4595.960       2957.754    
  641.4141       4595.960       2954.814    
  654.5455       4595.960       2953.761    
  667.6768       4595.960       2952.815    
  680.8081       4595.960       2951.518    
  693.9394       4595.960       2950.165    
  707.0707       4595.960       2949.238    
  720.2020       4595.960       2951.242    
  733.3333       4595.960       2944.610    
  746.4646       4595.960       2943.314    
  759.5960       4595.960       2941.104    
  772.7273       4595.960       2936.511    
  785.8586       4595.960       2878.597    
  798.9899       4595.960       2878.377    
  812.1212       4595.960       2879.080    
  825.2525       4595.960       2878.014    
  838.3838       4595.960       2877.753    
  851.5152       4595.960       2882.354    
  864.6465       4595.960       2883.497    
  877.7778       4595.960       2883.327    
  890.9091       4595.960       2883.684    
  904.0404       4595.960       2883.502    
  917.1717       4595.960       2885.762    
  930.3030       4595.960       2889.370    
  943.4343       4595.960       2889.421    
  956.5657       4595.960       2910.124    
  969.6970       4595.960       2938.597    
  982.8283       4595.960       2945.716    
  995.9596       4595.960       2961.017    
  1009.091       4595.960       2960.714    
  1022.222       4595.960       2952.171    
  1035.354       4595.960       2950.867    
  1048.485       4595.960       2949.622    
  1061.616       4595.960       2949.538    
  1074.747       4595.960       2947.043    
  1087.879       4595.960       2946.392    
  1101.010       4595.960       2944.745    
  1114.141       4595.960       2943.650    
  1127.273       4595.960       2943.661    
  1140.404       4595.960       2941.513    
  1153.535       4595.960       2940.637    
  1166.667       4595.960       2938.986    
  1179.798       4595.960       2937.421    
  1192.929       4595.960       2936.353    
  1206.061       4595.960       2935.762    
  1219.192       4595.960       2934.590    
  1232.323       4595.960       2933.424    
  1245.455       4595.960       2932.979    
  1258.586       4595.960       2932.018    
  1271.717       4595.960       2930.126    
  1284.848       4595.960       2929.254    
  1297.980       4595.960       2929.067    
  1311.111       4595.960       2927.670    
  1324.242       4595.960       2925.302    
  1337.374       4595.960       2925.234    
  1350.505       4595.960       2923.687    
  1363.636       4595.960       2922.910    
  1376.768       4595.960       2921.714    
  1389.899       4595.960       2920.649    
  1403.030       4595.960       2919.292    
  1416.162       4595.960       2920.510    
  1429.293       4595.960       2916.929    
  1442.424       4595.960       2916.778    
  1455.556       4595.960       2913.847    
  1468.687       4595.960       2912.039    
  1481.818       4595.960       2910.794    
  1494.949       4595.960       2911.274    
  1508.081       4595.960       2910.010    
  1521.212       4595.960       2907.438    
  1534.343       4595.960       2906.659    
  1547.475       4595.960       2906.552    
  1560.606       4595.960       2905.234    
  1573.737       4595.960       2903.820    
  1586.869       4595.960       2902.428    
  1600.000       4595.960       2901.339    
  300.0000       5494.949       3128.108    
  313.1313       5494.949       3140.269    
  326.2626       5494.949       3163.168    
  339.3939       5494.949       3162.280    
  352.5253       5494.949       3158.140    
  365.6566       5494.949       3157.270    
  378.7879       5494.949       3155.514    
  391.9192       5494.949       3156.464    
  405.0505       5494.949       3160.198    
  418.1818       5494.949       2987.443    
  431.3131       5494.949       2971.284    
  444.4444       5494.949       2969.093    
  457.5758       5494.949       2968.946    
  470.7071       5494.949       2967.508    
  483.8384       5494.949       2965.957    
  496.9697       5494.949       2964.425    
  510.1010       5494.949       2964.722    
  523.2323       5494.949       2963.599    
  536.3636       5494.949       2962.049    
  549.4949       5494.949       2959.950    
  562.6263       5494.949       2959.605    
  575.7576       5494.949       2963.515    
  588.8889       5494.949       2963.858    
  602.0202       5494.949       2962.635    
  615.1515       5494.949       2961.665    
  628.2828       5494.949       2961.525    
  641.4141       5494.949       2959.491    
  654.5455       5494.949       2959.500    
  667.6768       5494.949       2958.156    
  680.8081       5494.949       2957.145    
  693.9394       5494.949       2954.000    
  707.0707       5494.949       2953.375    
  720.2020       5494.949       2952.651    
  733.3333       5494.949       2951.489    
  746.4646       5494.949       2945.524    
  759.5960       5494.949       2946.881    
  772.7273       5494.949       2944.605    
  785.8586       5494.949       2941.918    
  798.9899       5494.949       2932.821    
  812.1212       5494.949       2884.627    
  825.2525       5494.949       2881.617    
  838.3838       5494.949       2887.987    
  851.5152       5494.949       2889.469    
  864.6465       5494.949       2892.308    
  877.7778       5494.949       2893.632    
  890.9091       5494.949       2890.694    
  904.0404       5494.949       2891.971    
  917.1717       5494.949       2890.364    
  930.3030       5494.949       2896.844    
  943.4343       5494.949       2905.279    
  956.5657       5494.949       2915.806    
  969.6970       5494.949       2937.417    
  982.8283       5494.949       2955.254    
  995.9596       5494.949       2958.817    
  1009.091       5494.949       2967.674    
  1022.222       5494.949       2967.457    
  1035.354       5494.949       2968.099    
  1048.485       5494.949       2968.844    
  1061.616       5494.949       2967.170    
  1074.747       5494.949       2962.506    
  1087.879       5494.949       2960.996    
  1101.010       5494.949       2957.281    
  1114.141       5494.949       2954.110    
  1127.273       5494.949       2953.423    
  1140.404       5494.949       2951.048    
  1153.535       5494.949       2948.791    
  1166.667       5494.949       2947.594    
  1179.798       5494.949       2946.882    
  1192.929       5494.949       2945.803    
  1206.061       5494.949       2944.480    
  1219.192       5494.949       2943.599    
  1232.323       5494.949       2942.619    
  1245.455       5494.949       2942.393    
  1258.586       5494.949       2940.826    
  1271.717       5494.949       2940.175    
  1284.848       5494.949       2938.705    
  1297.980       5494.949       2937.589    
  1311.111       5494.949       2937.373    
  1324.242       5494.949       2935.278    
  1337.374       5494.949       2934.896    
  1350.505       5494.949       2933.274    
  1363.636       5494.949       2932.303    
  1376.768       5494.949       2931.179    
  1389.899       5494.949       2929.648    
  1403.030       5494.949       2928.235    
  1416.162       5494.949       2927.971    
  1429.293       5494.949       2925.444    
  1442.424       5494.949       2924.331    
  1455.556       5494.949       2921.957    
  1468.687       5494.949       2920.762    
  1481.818       5494.949       2920.314    
  1494.949       5494.949       2920.595    
  1508.081       5494.949       2919.303    
  1521.212       5494.949       2915.444    
  1534.343       5494.949       2914.845    
  1547.475       5494.949       2912.033    
  1560.606       5494.949       2914.240    
  1573.737       5494.949       2912.731    
  1586.869       5494.949       2911.281    
  1600.000       5494.949       2910.404    
  300.0000       6393.939       3146.225    
  313.1313       6393.939       3166.478    
  326.2626       6393.939       3165.915    
  339.3939       6393.939       3165.183    
