|6.6.6
basalt_sat_allmorb_10302020_2.tab                                                                   
           2
T(K)    
   400.00000000000000     
   11.111111111111111     
         100
P(bar)  
   2000.0000000000000     
   787.87878787878788     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  1455.556       5939.394       3053.813    
  1466.667       5939.394       3052.652    
  1477.778       5939.394       3051.493    
  1488.889       5939.394       3051.209    
  1500.000       5939.394       3050.069    
  400.0000       6727.273       3166.354    
  411.1111       6727.273       3165.792    
  422.2222       6727.273       3165.044    
  433.3333       6727.273       3163.828    
  444.4444       6727.273       3162.246    
  455.5556       6727.273       3161.763    
  466.6667       6727.273       3160.587    
  477.7778       6727.273       3046.289    
  488.8889       6727.273       3045.218    
  500.0000       6727.273       3043.303    
  511.1111       6727.273       3043.072    
  522.2222       6727.273       3043.349    
  533.3333       6727.273       3041.212    
  544.4444       6727.273       3039.465    
  555.5556       6727.273       3039.152    
  566.6667       6727.273       3038.201    
  577.7778       6727.273       3035.133    
  588.8889       6727.273       3032.927    
  600.0000       6727.273       3034.757    
  611.1111       6727.273       3033.258    
  622.2222       6727.273       3032.408    
  633.3333       6727.273       3031.429    
  644.4444       6727.273       3030.750    
  655.5556       6727.273       3029.592    
  666.6667       6727.273       3027.397    
  677.7778       6727.273       3027.108    
  688.8889       6727.273       3026.528    
  700.0000       6727.273       3027.010    
  711.1111       6727.273       3027.300    
  722.2222       6727.273       3031.080    
  733.3333       6727.273       3033.350    
  744.4444       6727.273       3030.318    
  755.5556       6727.273       3031.913    
  766.6667       6727.273       3032.258    
  777.7778       6727.273       3030.969    
  788.8889       6727.273       3030.679    
  800.0000       6727.273       3034.463    
  811.1111       6727.273       3033.014    
  822.2222       6727.273       3038.706    
  833.3333       6727.273       3040.824    
  844.4444       6727.273       3057.120    
  855.5556       6727.273       3056.135    
  866.6667       6727.273       3055.030    
  877.7778       6727.273       3057.784    
  888.8889       6727.273       3049.745    
  900.0000       6727.273       3040.567    
  911.1111       6727.273       3043.739    
  922.2222       6727.273       3051.705    
  933.3333       6727.273       3085.208    
  944.4444       6727.273       3081.083    
  955.5556       6727.273       3091.758    
  966.6667       6727.273       3102.730    
  977.7778       6727.273       3113.760    
  988.8889       6727.273       3111.687    
  1000.000       6727.273       3110.053    
  1011.111       6727.273       3108.973    
  1022.222       6727.273       3107.536    
  1033.333       6727.273       3105.420    
  1044.444       6727.273       3104.945    
  1055.556       6727.273       3103.107    
  1066.667       6727.273       3101.161    
  1077.778       6727.273       3100.815    
  1088.889       6727.273       3099.757    
  1100.000       6727.273       3099.198    
  1111.111       6727.273       3096.859    
  1122.222       6727.273       3102.531    
  1133.333       6727.273       3095.976    
  1144.444       6727.273       3093.640    
  1155.556       6727.273       3094.793    
  1166.667       6727.273       3092.508    
  1177.778       6727.273       3089.786    
  1188.889       6727.273       3095.291    
  1200.000       6727.273       3088.899    
  1211.111       6727.273       3087.619    
  1222.222       6727.273       3086.361    
  1233.333       6727.273       3085.436    
  1244.444       6727.273       3084.350    
  1255.556       6727.273       3083.257    
  1266.667       6727.273       3081.946    
  1277.778       6727.273       3080.367    
  1288.889       6727.273       3079.844    
  1300.000       6727.273       3078.652    
  1311.111       6727.273       3077.897    
  1322.222       6727.273       3076.941    
  1333.333       6727.273       3074.269    
  1344.444       6727.273       3074.490    
  1355.556       6727.273       3072.809    
  1366.667       6727.273       3072.670    
  1377.778       6727.273       3071.432    
  1388.889       6727.273       3071.242    
  1400.000       6727.273       3069.599    
  1411.111       6727.273       3068.031    
  1422.222       6727.273       3066.533    
  1433.333       6727.273       3070.196    
  1444.444       6727.273       3064.001    
  1455.556       6727.273       3063.194    
  1466.667       6727.273       3062.211    
  1477.778       6727.273       3061.237    
  1488.889       6727.273       3060.255    
  1500.000       6727.273       3059.419    
  400.0000       7515.152       3173.154    
  411.1111       7515.152       3171.519    
  422.2222       7515.152       3167.005    
  433.3333       7515.152       3166.692    
  444.4444       7515.152       3164.459    
  455.5556       7515.152       3164.713    
  466.6667       7515.152       3162.716    
  477.7778       7515.152       3161.599    
  488.8889       7515.152       3160.922    
  500.0000       7515.152       3160.026    
  511.1111       7515.152       3047.022    
  522.2222       7515.152       3046.998    
  533.3333       7515.152       3046.033    
  544.4444       7515.152       3044.337    
  555.5556       7515.152       3042.743    
  566.6667       7515.152       3041.594    
  577.7778       7515.152       3040.376    
  588.8889       7515.152       3039.966    
  600.0000       7515.152       3039.273    
  611.1111       7515.152       3041.383    
  622.2222       7515.152       3038.151    
  633.3333       7515.152       3036.957    
  644.4444       7515.152       3036.838    
  655.5556       7515.152       3035.542    
  666.6667       7515.152       3033.818    
  677.7778       7515.152       3032.097    
  688.8889       7515.152       3031.050    
  700.0000       7515.152       3028.911    
  711.1111       7515.152       3031.838    
  722.2222       7515.152       3035.503    
  733.3333       7515.152       3036.450    
  744.4444       7515.152       3035.340    
  755.5556       7515.152       3039.857    
  766.6667       7515.152       3039.699    
  777.7778       7515.152       3040.400    
  788.8889       7515.152       3039.661    
  800.0000       7515.152       3039.939    
  811.1111       7515.152       3038.418    
  822.2222       7515.152       3047.845    
  833.3333       7515.152       3047.817    
  844.4444       7515.152       3061.661    
  855.5556       7515.152       3063.958    
  866.6667       7515.152       3063.077    
  877.7778       7515.152       3065.857    
  888.8889       7515.152       3064.756    
  900.0000       7515.152       3067.920    
  911.1111       7515.152       3086.390    
  922.2222       7515.152       3085.282    
  933.3333       7515.152       3128.570    
  944.4444       7515.152       3134.833    
  955.5556       7515.152       3128.112    
  966.6667       7515.152       3099.571    
  977.7778       7515.152       3128.431    
  988.8889       7515.152       3104.334    
  1000.000       7515.152       3124.140    
  1011.111       7515.152       3129.445    
  1022.222       7515.152       3122.984    
  1033.333       7515.152       3118.529    
  1044.444       7515.152       3097.770    
  1055.556       7515.152       3114.771    
  1066.667       7515.152       3103.736    
  1077.778       7515.152       3122.431    
  1088.889       7515.152       3105.079    
  1100.000       7515.152       3111.887    
  1111.111       7515.152       3110.650    
  1122.222       7515.152       3094.330    
  1133.333       7515.152       3107.668    
  1144.444       7515.152       3105.381    
  1155.556       7515.152       3104.219    
  1166.667       7515.152       3102.884    
  1177.778       7515.152       3101.502    
  1188.889       7515.152       3100.388    
  1200.000       7515.152       3099.316    
  1211.111       7515.152       3097.969    
  1222.222       7515.152       3096.788    
  1233.333       7515.152       3095.590    
  1244.444       7515.152       3094.205    
  1255.556       7515.152       3093.042    
  1266.667       7515.152       3092.764    
  1277.778       7515.152       3091.038    
  1288.889       7515.152       3090.448    
  1300.000       7515.152       3089.251    
  1311.111       7515.152       3088.140    
  1322.222       7515.152       3087.942    
  1333.333       7515.152       3085.501    
  1344.444       7515.152       3084.404    
  1355.556       7515.152       3083.529    
  1366.667       7515.152       3080.873    
  1377.778       7515.152       3079.823    
  1388.889       7515.152       3078.844    
  1400.000       7515.152       3077.833    
  1411.111       7515.152       3076.791    
