|6.6.6
perid_DMM_sat_hp11ver_10262020_4.tab                                                                
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         rho,kg/m3     
  919.5540       6061.545       3063.035    
  935.7141       6061.545       3084.027    
  951.8742       6061.545       3086.770    
  968.0343       6061.545       3088.844    
  984.1944       6061.545       3096.817    
  1000.355       6061.545       3109.349    
  1016.515       6061.545       3157.216    
  1032.675       6061.545       3254.566    
  1048.835       6061.545       3271.907    
  1064.995       6061.545       3270.019    
  1081.155       6061.545       3267.260    
  1097.315       6061.545       3265.302    
  1113.475       6061.545       3264.071    
  1129.635       6061.545       3262.449    
  1145.795       6061.545       3259.912    
  1161.956       6061.545       3257.700    
  1178.116       6061.545       3255.862    
  1194.276       6061.545       3254.518    
  1210.436       6061.545       3252.315    
  1226.596       6061.545       3250.156    
  1242.756       6061.545       3248.167    
  1258.916       6061.545       3246.281    
  1275.076       6061.545       3244.271    
  1291.236       6061.545       3242.313    
  1307.396       6061.545       3240.332    
  1323.557       6061.545       3238.078    
  1339.717       6061.545       3230.412    
  1355.877       6061.545       3226.449    
  1372.037       6061.545       3224.243    
  1388.197       6061.545       3226.575    
  1404.357       6061.545       3219.919    
  1420.517       6061.545       3218.734    
  1436.677       6061.545       3213.892    
  1452.837       6061.545       3212.523    
  1468.997       6061.545       3213.030    
  1485.158       6061.545       3210.891    
  1501.318       6061.545       3207.534    
  1517.478       6061.545       3202.704    
  1533.638       6061.545       3199.970    
  1549.798       6061.545       3202.247    
  1565.958       6061.545       3194.950    
  1582.118       6061.545       3192.588    
  1598.278       6061.545       3191.609    
  1614.438       6061.545       3189.253    
  1630.598       6061.545       3187.583    
  1646.759       6061.545       3187.063    
  1662.919       6061.545       3184.255    
  1679.079       6061.545       3185.037    
  1695.239       6061.545       3182.560    
  1711.399       6061.545       3180.858    
  1727.559       6061.545       3179.230    
  1743.719       6061.545       3180.794    
  1759.879       6061.545       3178.533    
  1776.039       6061.545       3176.575    
  1792.199       6061.545       3174.238    
  1808.360       6061.545       3171.844    
  1824.520       6061.545       3169.373    
  1840.680       6061.545       3167.022    
  1856.840       6061.545       3164.710    
  1873.000       6061.545       3162.201    
  273.1500       7071.636       2755.344    
  289.3101       7071.636       2770.635    
  305.4702       7071.636       2769.507    
  321.6303       7071.636       2768.147    
  337.7904       7071.636       2767.059    
  353.9505       7071.636       2766.742    
  370.1106       7071.636       2765.465    
  386.2707       7071.636       2763.259    
  402.4308       7071.636       2747.547    
  418.5909       7071.636       2749.596    
  434.7510       7071.636       2746.514    
  450.9111       7071.636       2743.159    
  467.0712       7071.636       2742.298    
  483.2313       7071.636       2744.374    
  499.3914       7071.636       2742.359    
  515.5515       7071.636       2743.641    
  531.7116       7071.636       2744.428    
  547.8717       7071.636       2742.605    
  564.0318       7071.636       2749.442    
  580.1919       7071.636       2760.374    
  596.3520       7071.636       2769.961    
  612.5121       7071.636       2776.341    
  628.6722       7071.636       2765.787    
  644.8323       7071.636       2809.930    
  660.9924       7071.636       2828.142    
  677.1525       7071.636       2810.523    
  693.3126       7071.636       2865.962    
  709.4727       7071.636       2889.206    
  725.6328       7071.636       2891.509    
  741.7929       7071.636       2893.390    
  757.9530       7071.636       2893.256    
  774.1131       7071.636       2893.046    
  790.2732       7071.636       2891.839    
  806.4333       7071.636       2890.890    
  822.5934       7071.636       2890.155    
  838.7535       7071.636       2961.726    
  854.9136       7071.636       3012.979    
  871.0737       7071.636       3068.098    
  887.2338       7071.636       3067.320    
  903.3939       7071.636       3066.562    
  919.5540       7071.636       3065.879    
  935.7141       7071.636       3087.632    
  951.8742       7071.636       3087.789    
  968.0343       7071.636       3090.590    
  984.1944       7071.636       3092.339    
  1000.355       7071.636       3104.171    
  1016.515       7071.636       3162.867    
  1032.675       7071.636       3246.658    
  1048.835       7071.636       3275.022    
  1064.995       7071.636       3273.276    
  1081.155       7071.636       3270.702    
  1097.315       7071.636       3268.273    
  1113.475       7071.636       3266.781    
  1129.635       7071.636       3265.041    
  1145.795       7071.636       3263.575    
  1161.956       7071.636       3261.110    
  1178.116       7071.636       3259.063    
  1194.276       7071.636       3257.476    
  1210.436       7071.636       3255.429    
  1226.596       7071.636       3253.181    
  1242.756       7071.636       3251.360    
  1258.916       7071.636       3249.454    
  1275.076       7071.636       3247.674    
  1291.236       7071.636       3245.199    
  1307.396       7071.636       3243.754    
  1323.557       7071.636       3241.098    
  1339.717       7071.636       3239.347    
  1355.877       7071.636       3237.807    
  1372.037       7071.636       3235.369    
  1388.197       7071.636       3230.653    
  1404.357       7071.636       3229.247    
  1420.517       7071.636       3227.134    
  1436.677       7071.636       3224.130    
  1452.837       7071.636       3222.435    
  1468.997       7071.636       3219.913    
  1485.158       7071.636       3217.864    
  1501.318       7071.636       3215.459    
  1517.478       7071.636       3213.364    
  1533.638       7071.636       3211.307    
  1549.798       7071.636       3208.986    
  1565.958       7071.636       3206.777    
  1582.118       7071.636       3204.668    
  1598.278       7071.636       3202.302    
  1614.438       7071.636       3199.335    
  1630.598       7071.636       3197.959    
  1646.759       7071.636       3195.271    
  1662.919       7071.636       3193.681    
  1679.079       7071.636       3190.698    
  1695.239       7071.636       3188.475    
  1711.399       7071.636       3187.575    
  1727.559       7071.636       3187.505    
  1743.719       7071.636       3184.929    
  1759.879       7071.636       3182.415    
  1776.039       7071.636       3180.500    
