|6.6.6
basalt_0_h2o_allmorb_11092020_4.tab                                                                 
           2
T(K)    
   273.14999999999998     
   16.160101010101009     
         100
P(bar)  
   1.0000000000000000     
   1010.0909090909091     
         100
           3
T(K)           P(bar)         H2O,wt%       
  1339.717       2021.182       0.000000    
  1355.877       2021.182       0.000000    
  1372.037       2021.182       0.000000    
  1388.197       2021.182       0.000000    
  1404.357       2021.182       0.000000    
  1420.517       2021.182       0.000000    
  1436.677       2021.182       0.000000    
  1452.837       2021.182       0.000000    
  1468.997       2021.182       0.000000    
  1485.158       2021.182       0.000000    
  1501.318       2021.182       0.000000    
  1517.478       2021.182       0.000000    
  1533.638       2021.182       0.000000    
  1549.798       2021.182       0.000000    
  1565.958       2021.182       0.000000    
  1582.118       2021.182       0.000000    
  1598.278       2021.182       0.000000    
  1614.438       2021.182       0.000000    
  1630.598       2021.182       0.000000    
  1646.759       2021.182       0.000000    
  1662.919       2021.182       0.000000    
  1679.079       2021.182       0.000000    
  1695.239       2021.182       0.000000    
  1711.399       2021.182       0.000000    
  1727.559       2021.182       0.000000    
  1743.719       2021.182       0.000000    
  1759.879       2021.182       0.000000    
  1776.039       2021.182       0.000000    
  1792.199       2021.182       0.000000    
  1808.360       2021.182       0.000000    
  1824.520       2021.182       0.000000    
  1840.680       2021.182       0.000000    
  1856.840       2021.182       0.000000    
  1873.000       2021.182       0.000000    
  273.1500       3031.273       0.000000    
  289.3101       3031.273       0.000000    
  305.4702       3031.273       0.000000    
  321.6303       3031.273       0.000000    
  337.7904       3031.273       0.000000    
  353.9505       3031.273       0.000000    
  370.1106       3031.273       0.000000    
  386.2707       3031.273       0.000000    
  402.4308       3031.273       0.000000    
  418.5909       3031.273       0.000000    
  434.7510       3031.273       0.000000    
  450.9111       3031.273       0.000000    
  467.0712       3031.273       0.000000    
  483.2313       3031.273       0.000000    
  499.3914       3031.273       0.000000    
  515.5515       3031.273       0.000000    
  531.7116       3031.273       0.000000    
  547.8717       3031.273       0.000000    
  564.0318       3031.273       0.000000    
  580.1919       3031.273       0.000000    
  596.3520       3031.273       0.000000    
  612.5121       3031.273       0.000000    
  628.6722       3031.273       0.000000    
  644.8323       3031.273       0.000000    
  660.9924       3031.273       0.000000    
  677.1525       3031.273       0.000000    
  693.3126       3031.273       0.000000    
  709.4727       3031.273       0.000000    
  725.6328       3031.273       0.000000    
  741.7929       3031.273       0.000000    
  757.9530       3031.273       0.000000    
  774.1131       3031.273       0.000000    
  790.2732       3031.273       0.000000    
  806.4333       3031.273       0.000000    
  822.5934       3031.273       0.000000    
  838.7535       3031.273       0.000000    
  854.9136       3031.273       0.000000    
  871.0737       3031.273       0.000000    
  887.2338       3031.273       0.000000    
  903.3939       3031.273       0.000000    
  919.5540       3031.273       0.000000    
  935.7141       3031.273       0.000000    
  951.8742       3031.273       0.000000    
  968.0343       3031.273       0.000000    
  984.1944       3031.273       0.000000    
  1000.355       3031.273       0.000000    
  1016.515       3031.273       0.000000    
  1032.675       3031.273       0.000000    
  1048.835       3031.273       0.000000    
  1064.995       3031.273       0.000000    
  1081.155       3031.273       0.000000    
  1097.315       3031.273       0.000000    
  1113.475       3031.273       0.000000    
  1129.635       3031.273       0.000000    
  1145.795       3031.273       0.000000    
  1161.956       3031.273       0.000000    
  1178.116       3031.273       0.000000    
  1194.276       3031.273       0.000000    
  1210.436       3031.273       0.000000    
  1226.596       3031.273       0.000000    
  1242.756       3031.273       0.000000    
  1258.916       3031.273       0.000000    
  1275.076       3031.273       0.000000    
  1291.236       3031.273       0.000000    
  1307.396       3031.273       0.000000    
  1323.557       3031.273       0.000000    
  1339.717       3031.273       0.000000    
  1355.877       3031.273       0.000000    
  1372.037       3031.273       0.000000    
  1388.197       3031.273       0.000000    
  1404.357       3031.273       0.000000    
  1420.517       3031.273       0.000000    
  1436.677       3031.273       0.000000    
  1452.837       3031.273       0.000000    
  1468.997       3031.273       0.000000    
  1485.158       3031.273       0.000000    
  1501.318       3031.273       0.000000    
  1517.478       3031.273       0.000000    
  1533.638       3031.273       0.000000    
  1549.798       3031.273       0.000000    
  1565.958       3031.273       0.000000    
  1582.118       3031.273       0.000000    
  1598.278       3031.273       0.000000    
  1614.438       3031.273       0.000000    
  1630.598       3031.273       0.000000    
  1646.759       3031.273       0.000000    
  1662.919       3031.273       0.000000    
  1679.079       3031.273       0.000000    
  1695.239       3031.273       0.000000    
