|6.6.6
basalt_sat_allmorb_10302020_3.tab                                                                   
           2
T(K)    
   400.00000000000000     
   11.111111111111111     
         100
P(bar)  
   2000.0000000000000     
   787.87878787878788     
         100
           3
T(K)           P(bar)         H2O,wt%       
  1455.556       5151.515       0.000000    
  1466.667       5151.515       0.000000    
  1477.778       5151.515       0.000000    
  1488.889       5151.515       0.000000    
  1500.000       5151.515       0.000000    
  400.0000       5939.394       5.113779    
  411.1111       5939.394       5.112066    
  422.2222       5939.394       5.112175    
  433.3333       5939.394       5.115758    
  444.4444       5939.394       5.111669    
  455.5556       5939.394       5.111258    
  466.6667       5939.394       5.111340    
  477.7778       5939.394       5.110198    
  488.8889       5939.394       5.108361    
  500.0000       5939.394       5.092113    
  511.1111       5939.394       5.100221    
  522.2222       5939.394       5.079567    
  533.3333       5939.394       5.084147    
  544.4444       5939.394       5.064393    
  555.5556       5939.394       4.826733    
  566.6667       5939.394       4.914288    
  577.7778       5939.394       3.413807    
  588.8889       5939.394       3.401226    
  600.0000       5939.394       3.413290    
  611.1111       5939.394       3.394763    
  622.2222       5939.394       3.388233    
  633.3333       5939.394       3.388387    
  644.4444       5939.394       3.381373    
  655.5556       5939.394       3.372978    
  666.6667       5939.394       3.367770    
  677.7778       5939.394       3.363726    
  688.8889       5939.394       3.360503    
  700.0000       5939.394       3.266997    
  711.1111       5939.394       3.135647    
  722.2222       5939.394       3.080250    
  733.3333       5939.394       3.058630    
  744.4444       5939.394       2.950884    
  755.5556       5939.394       2.895134    
  766.6667       5939.394       2.847270    
  777.7778       5939.394       2.781678    
  788.8889       5939.394       2.738486    
  800.0000       5939.394       2.670327    
  811.1111       5939.394       2.606578    
  822.2222       5939.394       2.503703    
  833.3333       5939.394       2.099624    
  844.4444       5939.394       1.924551    
  855.5556       5939.394       1.817325    
  866.6667       5939.394       1.843650    
  877.7778       5939.394       1.731125    
  888.8889       5939.394       1.710383    
  900.0000       5939.394       1.499137    
  911.1111       5939.394       1.204971    
  922.2222       5939.394       1.105018    
  933.3333       5939.394      0.5017058    
  944.4444       5939.394      0.4165986    
  955.5556       5939.394      0.3028782    
  966.6667       5939.394      0.1613598    
  977.7778       5939.394       0.000000    
  988.8889       5939.394       0.000000    
  1000.000       5939.394       0.000000    
  1011.111       5939.394       0.000000    
  1022.222       5939.394       0.000000    
  1033.333       5939.394       0.000000    
  1044.444       5939.394       0.000000    
  1055.556       5939.394       0.000000    
  1066.667       5939.394       0.000000    
  1077.778       5939.394       0.000000    
  1088.889       5939.394       0.000000    
  1100.000       5939.394       0.000000    
  1111.111       5939.394       0.000000    
  1122.222       5939.394       0.000000    
  1133.333       5939.394       0.000000    
  1144.444       5939.394       0.000000    
  1155.556       5939.394       0.000000    
  1166.667       5939.394       0.000000    
  1177.778       5939.394       0.000000    
  1188.889       5939.394       0.000000    
  1200.000       5939.394       0.000000    
  1211.111       5939.394       0.000000    
  1222.222       5939.394       0.000000    
  1233.333       5939.394       0.000000    
  1244.444       5939.394       0.000000    
  1255.556       5939.394       0.000000    
  1266.667       5939.394       0.000000    
  1277.778       5939.394       0.000000    
  1288.889       5939.394       0.000000    
  1300.000       5939.394       0.000000    
  1311.111       5939.394       0.000000    
  1322.222       5939.394       0.000000    
  1333.333       5939.394       0.000000    
  1344.444       5939.394       0.000000    
  1355.556       5939.394       0.000000    
  1366.667       5939.394       0.000000    
  1377.778       5939.394       0.000000    
  1388.889       5939.394       0.000000    
  1400.000       5939.394       0.000000    
  1411.111       5939.394       0.000000    
  1422.222       5939.394       0.000000    
  1433.333       5939.394       0.000000    
  1444.444       5939.394       0.000000    
  1455.556       5939.394       0.000000    
  1466.667       5939.394       0.000000    
  1477.778       5939.394       0.000000    
  1488.889       5939.394       0.000000    
  1500.000       5939.394       0.000000    
  400.0000       6727.273       5.113957    
  411.1111       6727.273       5.112486    
  422.2222       6727.273       5.110826    
  433.3333       6727.273       5.108841    
  444.4444       6727.273       5.107556    
  455.5556       6727.273       5.102894    
  466.6667       6727.273       5.102375    
  477.7778       6727.273       5.111254    
  488.8889       6727.273       5.109663    
  500.0000       6727.273       5.102750    
  511.1111       6727.273       5.105784    
  522.2222       6727.273       5.098469    
  533.3333       6727.273       5.092007    
  544.4444       6727.273       5.086165    
  555.5556       6727.273       5.075289    
  566.6667       6727.273       5.041916    
  577.7778       6727.273       4.998786    
  588.8889       6727.273       3.956691    
  600.0000       6727.273       3.418182    
  611.1111       6727.273       3.398346    
  622.2222       6727.273       3.389194    
  633.3333       6727.273       3.389510    
  644.4444       6727.273       3.382085    
  655.5556       6727.273       3.375946    
  666.6667       6727.273       3.368129    
  677.7778       6727.273       3.365255    
  688.8889       6727.273       3.358134    
  700.0000       6727.273       3.328924    
  711.1111       6727.273       3.250041    
  722.2222       6727.273       3.152384    
  733.3333       6727.273       3.089804    
  744.4444       6727.273       3.023230    
  755.5556       6727.273       2.967691    
  766.6667       6727.273       2.918254    
  777.7778       6727.273       2.845490    
  788.8889       6727.273       2.796189    
  800.0000       6727.273       2.739677    
  811.1111       6727.273       2.675337    
  822.2222       6727.273       2.558680    
  833.3333       6727.273       2.503805    
  844.4444       6727.273       2.219705    
  855.5556       6727.273       2.039612    
  866.6667       6727.273       2.039612    
  877.7778       6727.273       1.913043    
  888.8889       6727.273       1.821566    
  900.0000       6727.273       1.693143    
  911.1111       6727.273       1.592435    
  922.2222       6727.273       1.256057    
  933.3333       6727.273      0.6089208    
  944.4444       6727.273      0.4452438    
  955.5556       6727.273      0.3262794    
  966.6667       6727.273      0.1446973    
  977.7778       6727.273       0.000000    
  988.8889       6727.273       0.000000    
  1000.000       6727.273       0.000000    
  1011.111       6727.273       0.000000    
  1022.222       6727.273       0.000000    
  1033.333       6727.273       0.000000    
  1044.444       6727.273       0.000000    
  1055.556       6727.273       0.000000    
  1066.667       6727.273       0.000000    
  1077.778       6727.273       0.000000    
  1088.889       6727.273       0.000000    
  1100.000       6727.273       0.000000    
  1111.111       6727.273       0.000000    
  1122.222       6727.273       0.000000    
  1133.333       6727.273       0.000000    
  1144.444       6727.273       0.000000    
  1155.556       6727.273       0.000000    
  1166.667       6727.273       0.000000    
  1177.778       6727.273       0.000000    
  1188.889       6727.273       0.000000    
  1200.000       6727.273       0.000000    
  1211.111       6727.273       0.000000    
  1222.222       6727.273       0.000000    
  1233.333       6727.273       0.000000    
  1244.444       6727.273       0.000000    
  1255.556       6727.273       0.000000    
  1266.667       6727.273       0.000000    
  1277.778       6727.273       0.000000    
  1288.889       6727.273       0.000000    
  1300.000       6727.273       0.000000    
  1311.111       6727.273       0.000000    
  1322.222       6727.273       0.000000    
  1333.333       6727.273       0.000000    
  1344.444       6727.273       0.000000    
